icao,manufacturer,model,icaoClass,aircraftCategoryCode,aircraftType,engineCount,engineType
MI38,MIL,Mi-38,Helicopter,1,6,2,3
MI4,MIL,Mi-4,Helicopter,1,6,1,1
MI6,MIL,Mi-6,Helicopter,1,6,2,3
MI8,MIL,Mi-8,Helicopter,1,6,2,3
MIDR,ACBA,Midour 2,LandPlane,1,4,1,1
MIMP,AEROCAR,Mini-Imp,LandPlane,1,4,1,1
MIMU,MUSTANG,MM-1 Midget Mustang,LandPlane,1,4,1,1
MIR2,DASSAULT,Mirage 2000,LandPlane,1,4,1,4
MIRA,DASSAULT,Mirage 5,LandPlane,1,4,1,4
MITE,MOONEY,M-18 Mite,LandPlane,1,4,1,1
MJ10,JURCA,MJ-10 Spit,LandPlane,1,4,1,1
MJ12,JURCA,MJ-12 P-40,LandPlane,1,4,1,1
MJ1H,JURCA,MJ-100 Spitfire Replica,LandPlane,1,4,1,1
MJ2,JURCA,MJ-2 Tempête,LandPlane,1,4,1,1
MJ3,JURCA,MJ-3 Dart,LandPlane,1,4,1,1
MJ4,JURCA,MJ-4 Shadow,LandPlane,1,4,1,1
MJ5,JURCA,MJ-5 Sirocco,LandPlane,1,4,1,1
MJ53,JURCA,MJ-53 Autan,LandPlane,1,4,1,1
MJ55,JURCA,MJ-55 Biso,LandPlane,1,4,1,1
MJ7,JURCA,MJ-7 Gnatsum,LandPlane,1,4,1,1
MJ77,JURCA,MJ-77 Gnatsum,LandPlane,1,4,1,1
MJ8,JURCA,MJ-8 1-Nine-0,LandPlane,1,4,1,1
MJ80,JURCA,MJ-80 Focke-Wulf Fw-190 Replica,LandPlane,1,4,1,1
MJ9,JURCA,MJ-9,LandPlane,1,4,1,1
MJ90,JURCA,MJ-90 Messerschmitt Bf-109 Replica,LandPlane,1,4,1,1
MLER,ALANNE,Moottori-Lerche,LandPlane,1,4,1,1
MM14,MAGNI,M-14 Scout,Gyrocopter,1,9,1,1
MM16,MAGNI,M-16 Tandem Trainer,Gyrocopter,1,9,1,1
MM19,MAGNI,M-19 Shark,Gyrocopter,1,9,1,1
MM21,MAGNI,M-21,Gyrocopter,1,9,1,1
MM22,MAGNI,M-22 Voyager,Gyrocopter,1,9,1,1
MM24,MAGNI,M-24 Orion,Gyrocopter,1,9,1,1
MMAC,MCCARLEY,Mini-Mac,LandPlane,1,4,1,1
MMAX,MAD MAX AERO,Mad Max,Gyrocopter,1,9,1,1
MMUT,MARA WING,L-1 Malamut,LandPlane,1,4,1,1
MNEX,NORMAN,Nordic 8 Mini Explorer,LandPlane,1,4,1,1
MOCU,CULP,MonoCulp,LandPlane,1,4,1,1
MOGO,KINETIC,Mountain Goat,LandPlane,1,4,1,1
MOL1,MOLNIYA,1,LandPlane,1,4,1,1
MONA,MILES,M-17 Monarch,LandPlane,1,4,1,1
MONI,MONNETT,Moni,LandPlane,1,4,1,1
MOR2,VARGA,2150 Kachina,LandPlane,1,4,1,1
MOSP,MONG,Sport,LandPlane,1,4,1,1
MOSQ,DE HAVILLAND,DH-98 Mosquito,LandPlane,1,5,2,1
MOTO,HUMBERT,Moto Du Ciel,LandPlane,1,4,1,1
MP02,AERO-KROS,MP-02 Czajka,LandPlane,1,4,1,1
MP20,PLAN,MP-205 Busard,LandPlane,1,4,1,1
MR25,MURPHY,SR-2500 Super Rebel,LandPlane,1,4,1,1
MR35,MURPHY,SR-3500 Moose,LandPlane,1,4,1,1
MR3T,MURPHY,SR-3500 T-Moose,LandPlane,1,4,1,3
MRAI,MONNETT,Monerai P,LandPlane,1,4,1,1
MRAM,HARMON (1),1-2 Mister America,LandPlane,1,4,1,1
MRF1,DASSAULT,Mirage F1,LandPlane,1,4,1,4
MRJ7,MITSUBISHI,MRJ-70,LandPlane,1,5,2,4
MRJ9,MITSUBISHI,MRJ-90,LandPlane,1,5,2,4
MRMD,CZAW,Mermaid,Amphibian,3,4,1,1
MRTN,MIRAGE,Marathon,LandPlane,1,4,1,1
MS1,MYSKY,MS-1,LandPlane,1,4,1,1
MS18,SOCATA,MS-200FG Morane,LandPlane,1,4,1,1
MS23,MORANE-SAULNIER,MS-230,LandPlane,1,4,1,1
MS25,SOCATA,MS-200RG Morane,LandPlane,1,4,1,1
MS30,SOCATA,MS-300 Epsilon 2,LandPlane,1,4,1,1
MS31,MORANE-SAULNIER,MS-315,LandPlane,1,4,1,1
MS73,MORANE-SAULNIER,MS-733 Alcyon,LandPlane,1,4,1,1
MS76,MORANE-SAULNIER,MS-760 Paris,LandPlane,1,5,2,4
MSAI,MORANE-SAULNIER,AI,LandPlane,1,4,1,1
MSQ2,BACKCOUNTRY,Mackey SQ-2,LandPlane,1,4,1,1
MT,ROTORSPORT,MT-03,Gyrocopter,1,9,1,1
MU2,MITSUBISHI,MU-2,LandPlane,1,5,2,3
MU23,AKAFLIEG MUNCHEN,Mü-23 Saurier,LandPlane,1,4,1,1
MU30,MITSUBISHI,MU-300 Diamond,LandPlane,1,5,2,4
MUS2,BUSHBY,M-2 Mustang 2,LandPlane,1,4,1,1
MVN1,MVEN,1 Fermer,LandPlane,1,4,1,1
MVRK,PHOENIX (2),Maverick,LandPlane,1,4,1,1
MX10,AEROTEC (2),MXP-100 Aventura,LandPlane,1,4,1,1
MX1T,AEROANDINA,MXP-1000 Tayrona,LandPlane,1,4,1,1
MX2,MXR,MX-2,LandPlane,1,4,1,1
MX58,AEROANDINA,MXP-158 Embera,LandPlane,1,4,1,1
MX65,AEROTEC (2),MXP-650 Amigo,LandPlane,1,4,1,1
MX80,AEROTEC (2),MXP-800 Fantasy,LandPlane,1,4,1,1
MXS,MXR,MXS,LandPlane,1,4,1,1
MY12,MYLIUS,MY-102 Tornado,LandPlane,1,4,1,1
MY13,MYLIUS,MY-103 Mistral,LandPlane,1,4,1,1
MYA4,MYASISHCHEV,M-4,LandPlane,1,5,4,4
MYS4,DASSAULT,MD-454A Mystère 4A,LandPlane,1,4,1,4
N110,NORD,1100 Noralpha,LandPlane,1,4,1,1
N120,NORD,1200 Norecrin,LandPlane,1,4,1,1
N250,NUSANTARA,N-250,LandPlane,1,5,2,3
N260,NORD,260 Super Broussard,LandPlane,1,5,2,3
N262,AEROSPATIALE,N-262,LandPlane,1,5,2,3
N3,NOSTALGAIR,N-3 Citabriette,LandPlane,1,4,1,1
N320,NORD,3202,LandPlane,1,4,1,1
N340,NORD,3400,LandPlane,1,4,1,1
N3N,NAVAL AIRCRAFT FACTORY,N3N,LandPlane,1,4,1,1
N5,HONGDU,N-5,LandPlane,1,4,1,1
NA40,UNIS,NA-40 Bongo,Helicopter,1,6,2,3
NAL2,NAL,NALLA-2 Hansa,LandPlane,1,4,1,1
NAVI,RYAN,Navion,LandPlane,1,4,1,1
NC85,NORD,NC-854,LandPlane,1,4,1,1
ND1T,NDN,NDN-1T Turbo Firecracker,LandPlane,1,4,1,3
NDAC,NORMAND DUBE,Aerocruiser,LandPlane,1,4,1,1
NDAT,NORMAND DUBE,Aerocruiser Turbo 450,LandPlane,1,4,1,1
NDIC,NORMAN,Nordic 2,LandPlane,1,4,1,1
NG4,BRM AERO,NG-4,LandPlane,1,4,1,1
NG5,BRM AERO,Bristell NG-5,LandPlane,1,4,1,1
NH90,NHI,NH-90,Helicopter,1,6,2,3
NHCO,NEW HORIZONS,01 Colibri,LandPlane,1,4,1,1
NI28,NIEUPORT,28 Replica,LandPlane,1,4,1,1
NIBB,AVIAMILANO,F-14 Nibbio,LandPlane,1,4,1,1
NIMB,SCHEMPP-HIRTH,Nimbus 4T,LandPlane,1,4,1,1
NIPR,TIPSY,T-66 Nipper,LandPlane,1,4,1,1
NM5,NAL,NM-5,LandPlane,1,4,1,1
NMCU,ENAER,ECH-02 Namcu,LandPlane,1,4,1,1
NNJA,BEST OFF,Nynja,LandPlane,1,4,1,1
NOMA,GAF,N-2 Nomad,LandPlane,1,5,2,3
NORA,NORD,2501 Noratlas,LandPlane,1,5,2,1
NORS,NOORDUYN,C-64 Norseman,LandPlane,1,4,1,1
NPOR,REDFERN,Nieuport 17,LandPlane,1,4,1,1
NSTR,CUSTOM FLIGHT,North Star,LandPlane,1,4,1,1
NT10,NUWACO,T-10,LandPlane,1,4,1,1
NXT,NEMESIS,NXT,LandPlane,1,4,1,1
NXTE,ELECTROFLIGHT,NXTE,LandPlane,1,4,1,10
O1,CESSNA,O-1 Bird Dog,LandPlane,1,4,1,1
O3,LOCKHEED,YO-3,LandPlane,1,4,1,1
OH1,KAWASAKI,OH-1,Helicopter,1,6,2,3
OKHO,AERO-ASTRA,Okhotnik,Gyrocopter,1,9,1,1
OM1,MORRISEY,OM-1 Bravo,LandPlane,1,4,1,1
OMAG,O'NEILL,Magnum,LandPlane,1,4,1,1
OMGA,ISAE,Omega 2,LandPlane,1,4,1,1
OMLA,OMAC,Laser 300,LandPlane,1,4,1,3
ONE,GOGETAIR,G-600,LandPlane,1,4,1,1
ONEX,SONEX,Onex,LandPlane,1,4,1,1
OPCA,EDGLEY,EA-7 Optica,LandPlane,1,4,1,1
OR10,ORION,10,Amphibian,3,4,1,1
OR12,ORION,SK-12,Amphibian,3,5,2,1
OSCR,PARTENAVIA,P-64 Oscar,LandPlane,1,4,1,1
OUDE,OLYMPIC ULTRALIGHTS,Desert Eagle 2,LandPlane,1,4,1,1
OVOD,VITEK,Ovod,LandPlane,1,4,1,1
OZZI,BUCHANAN,BAC-204 Ozzie Mozzie,LandPlane,1,4,1,1
P06T,TECNAM,P-2006T,LandPlane,1,5,2,1
P1,KAWASAKI,P-1,LandPlane,1,5,4,4
P100,POTTIER,P-100,LandPlane,1,4,1,1
P130,POTTIER,P-130 Bleu Citron,LandPlane,1,4,1,1
P136,PIAGGIO,P-136,Amphibian,3,5,2,1
P148,PIAGGIO,P-148,LandPlane,1,4,1,1
P149,PIAGGIO,P-149,LandPlane,1,4,1,1
P180,PIAGGIO,P-180 Avanti,LandPlane,1,5,2,3
P18T,SMITH AVIATION,PA-18T Super Cub,LandPlane,1,4,1,3
P19,AVIAMILANO,P-19 Scricciolo,LandPlane,1,4,1,1
P1HH,PIAGGIO,P-1HH Hammerhead,LandPlane,1,5,2,3
P2,LOCKHEED,P-2 Neptune,LandPlane,1,5,2,1
P208,TECNAM,P-2008,LandPlane,1,4,1,1
P210,CESSNA,P210 Pressurized Centurion,LandPlane,1,4,1,1
P212,TECNAM,P-2012 Traveller,LandPlane,1,5,2,1
P220,POTTIER,P-220 Koala,LandPlane,1,4,1,1
P230,POTTIER,P-230 Panda,LandPlane,1,4,1,1
P27,GRYF,P-27 Skyster,LandPlane,1,4,1,1
P270,POTTIER,P-270 Amster,LandPlane,1,4,1,1
P28A,PIPER,Cherokee (PA-28-140/150/160/180),LandPlane,1,4,1,1
P28B,PIPER,Cherokee (PA-28-235),LandPlane,1,4,1,1
P28R,PIPER,PA-28R-180 Cherokee Arrow,LandPlane,1,4,1,1
P28S,PIPER,PA-28R-201T Turbo Arrow,LandPlane,1,4,1,1
P28T,PIPER,PA-28RT-201 Arrow 4,LandPlane,1,4,1,1
P28U,PIPER,PA-28RT-201T Turbo Arrow 4,LandPlane,1,4,1,1
P3,LOCKHEED,P-3 Orion,LandPlane,1,5,4,3
P32R,PIPER,PA-32R-300 Lance,LandPlane,1,4,1,1
P32T,PIPER,PA-32RT-300 Lance 2,LandPlane,1,4,1,1
P337,CESSNA,P337 Pressurized Skymaster,LandPlane,1,5,2,1
P36,CURTISS,P-36 Hawk,LandPlane,1,4,1,1
P38,LOCKHEED,P-38 Lightning,LandPlane,1,5,2,1
P39,BELL,P-39 Airacobra,LandPlane,1,4,1,1
P40,CURTISS,P-40 Kittyhawk,LandPlane,1,4,1,1
P46T,PIPER,PA-46-500TP Malibu Meridian,LandPlane,1,4,1,3
P47,REPUBLIC,P-47 Thunderbolt,LandPlane,1,4,1,1
P4Y,CONVAIR,P4Y Privateer,LandPlane,1,5,4,1
P50,POTTIER,P-50 Bouvreuil,LandPlane,1,4,1,1
P51,NORTH AMERICAN,P-51 Mustang,LandPlane,1,4,1,1
P57,PARTENAVIA,P-57 Fachiro 2,LandPlane,1,4,1,1
P60,POTTIER,P-60 Minacro,LandPlane,1,4,1,1
P61,NORTHROP,P-61 Black Widow,LandPlane,1,5,2,1
P63,BELL,P-63 Kingcobra,LandPlane,1,4,1,1
P66P,PIAGGIO,P-166A,LandPlane,1,5,2,1
P66T,PIAGGIO,P-166DL3,LandPlane,1,5,2,3
P68,PARTENAVIA,P-68 Victor,LandPlane,1,5,2,1
P68T,PARTENAVIA,AP-68TP-300 Spartacus,LandPlane,1,5,2,3
P70,POTTIER,P-70,LandPlane,1,4,1,1
P750,PACIFIC AEROSPACE,P-750 XStol,LandPlane,1,4,1,3
P8,BOEING,P-8 Poseidon,LandPlane,1,5,2,4
P80,POTTIER,P-80,LandPlane,1,4,1,1
P82,NORTH AMERICAN,P-82 Twin Mustang,LandPlane,1,5,2,1
PA11,PIPER,PA-11 Cub Special,LandPlane,1,4,1,1
PA12,PIPER,PA-12 Super Cruiser,LandPlane,1,4,1,1
PA14,PIPER,PA-14 Family Cruiser,LandPlane,1,4,1,1
PA15,PIPER,PA-15 Vagabond,LandPlane,1,4,1,1
PA16,PIPER,PA-16 Clipper,LandPlane,1,4,1,1
PA17,PIPER,PA-17 Vagabond,LandPlane,1,4,1,1
PA18,PIPER,PA-18 Super Cub,LandPlane,1,4,1,1
PA20,PIPER,PA-20 Pacer,LandPlane,1,4,1,1
PA22,PIPER,PA-22 Tri-Pacer,LandPlane,1,4,1,1
PA23,PIPER,PA-23-150 Apache,LandPlane,1,5,2,1
PA24,PIPER,PA-24 Comanche,LandPlane,1,4,1,1
PA25,PIPER,PA-25 Pawnee,LandPlane,1,4,1,1
PA27,PIPER,PA-23-235 Aztec,LandPlane,1,5,2,1
PA30,PIPER,PA-30 Twin Comanche,LandPlane,1,5,2,1
PA31,PIPER,PA-31-300 Navajo,LandPlane,1,5,2,1
PA32,PIPER,PA-32 Saratoga,LandPlane,1,4,1,1
PA34,PIPER,PA-34 Seneca,LandPlane,1,5,2,1
PA36,PIPER,PA-36 Pawnee Brave,LandPlane,1,4,1,1
PA38,PIPER,PA-38 Tomahawk,LandPlane,1,4,1,1
PA39,PIPER,PA-39 Twin Comanche CR,LandPlane,1,5,2,1
PA44,PIPER,PA-44 Seminole,LandPlane,1,5,2,1
PA46,PIPER,PA-46-310P Malibu,LandPlane,1,4,1,1
PA47,PIPER,PA-47 Piper Jet,LandPlane,1,4,1,4
PACE,BELLANCA,CH-300 Pacemaker,LandPlane,1,4,1,1
PAGO,SAUPER,ADV-01 Papango,LandPlane,1,4,1,1
PANT,ROTEC,Panther 2,LandPlane,1,4,1,1
PAR1,PARADISE,P-1,LandPlane,1,4,1,1
PAR4,PARADISE,P-4,LandPlane,1,4,1,1
PARL,ST. CROIX,Pietenpol Aerial,LandPlane,1,4,1,1
PAT2,ATAC,Patriot 2,LandPlane,1,4,1,1
PAT4,PIPER,PA-31T3-500 T-1040,LandPlane,1,5,2,3
PAUL,PAULISTA,CAP-4 Paulistinha,LandPlane,1,4,1,1
PAV4,CARTER,PAV-4,Gyrocopter,1,9,1,1
PAY1,PIPER,PA-31T1-500 Cheyenne 1,LandPlane,1,5,2,3
PAY2,PIPER,PA-31T-620 Cheyenne 2,LandPlane,1,5,2,3
PAY3,PIPER,PA-42-720 Cheyenne 3,LandPlane,1,5,2,3
PAY4,PIPER,PA-42-1000 Cheyenne 400,LandPlane,1,5,2,3
PC12,PILATUS,PC-12,LandPlane,1,4,1,3
PC21,PILATUS,PC-21,LandPlane,1,4,1,3
PC24,PILATUS,PC-24,LandPlane,1,5,2,4
PC6P,PILATUS,PC-6 Porter,LandPlane,1,4,1,1
PC6T,PILATUS,PC-6C Turbo-Porter,LandPlane,1,4,1,3
PC7,PILATUS,PC-7 Astra,LandPlane,1,4,1,3
PC9,PILATUS,PC-9,LandPlane,1,4,1,3
PCA2,PITCAIRN-CIERVA,PCA-2,Gyrocopter,1,9,1,1
PDIG,VSTOL,SST-2000 Pairadigm,LandPlane,1,5,2,1
PECR,PRO-COMPOSITES,Personal Cruiser,LandPlane,1,4,1,1
PEGA,GENERAL AVIA,F-20 Pegaso,LandPlane,1,5,2,1
PEGZ,PEGASE AERO,Pegazair,LandPlane,1,4,1,1
PELI,ULTRAVIA,Pelican,LandPlane,1,4,1,1
PEMB,PERCIVAL,P-66 Pembroke,LandPlane,1,5,2,1
PETL,AERO ITBA,Petrel,LandPlane,1,4,1,1
PETR,EDRA,Super Petrel,Amphibian,3,4,1,1
PGEE,HOLCOMB,Perigee,LandPlane,1,4,1,1
PGK1,WESTERN,PGK-1 Hirondelle,LandPlane,1,4,1,1
PHIL,VTOL AIRCRAFT,Phillicopter,Helicopter,1,6,1,1
PHIX,PHENIX,Phenix,Gyrocopter,1,9,1,1
PHNX,FREEDOM,Phoenix,LandPlane,1,4,1,1
PIAE,PIPISTREL,Alpha Electro,LandPlane,1,4,1,10
PIAT,PIPISTREL,Alpha Trainer,LandPlane,1,4,1,1
PICO,PROCAER,F-15 Picchio,LandPlane,1,4,1,1
PILL,ENAER,T-35A Pillán,LandPlane,1,4,1,1
PINO,GENERAL AVIA,F-22 Pinguino,LandPlane,1,4,1,1
PIPA,PIPISTREL,Panthera,LandPlane,1,4,1,1
PISI,PIPISTREL,Sinus,LandPlane,1,4,1,1
PIT4,PIPISTREL,Taurus Electro G4,LandPlane,1,4,1,10
PITA,PIPISTREL,Taurus 503,LandPlane,1,4,1,1
PITE,PIPISTREL,Taurus Electro,LandPlane,1,4,1,10
PIVE,PIPISTREL,Velis Electro,LandPlane,1,4,1,10
PIVI,PIPISTREL,Virus (piston),LandPlane,1,4,1,1
PK11,PIK,PIK-11 Tumppu,LandPlane,1,4,1,1
PK15,PIK,PIK-15 Hinu,LandPlane,1,4,1,1
PK18,PIK,PIK-18 Sytky,LandPlane,1,4,1,1
PK19,PIK,PIK-19 Muhinu,LandPlane,1,4,1,1
PK20,PIK,PIK-20E,LandPlane,1,4,1,1
PK21,PIK,PIK-21 Super Sytky,LandPlane,1,4,1,1
PK23,PIK,PIK-23 Suhinu,LandPlane,1,4,1,1
PK25,PIK,PIK-25 Varttimarkka,LandPlane,1,4,1,1
PKAN,UETZ,U-3M Pelikan,LandPlane,1,4,1,1
PL1,PAZMANY,PL-1 Laminar,LandPlane,1,4,1,1
PL12,TRANSAVIA,PL-12 Airtruk,LandPlane,1,4,1,1
PL2,PAZMANY,PL-2,LandPlane,1,4,1,1
PL4,PAZMANY,PL-4,LandPlane,1,4,1,1
PL9,PAZMANY,PL-9 Stork,LandPlane,1,4,1,1
PLUS,TAYLORCRAFT (2),Plus C,LandPlane,1,4,1,1
PNR2,ALPI,Pioneer 200,LandPlane,1,4,1,1
PNR3,ALPI,Pioneer 300,LandPlane,1,4,1,1
PNR4,ALPI,Pioneer 400,LandPlane,1,4,1,1
PNTH,SPORT PERFORMANCE,Panther,LandPlane,1,4,1,1
PO2,POLIKARPOV,Po-2,LandPlane,1,4,1,1
PO60,POTEZ,60 Sauterelle,LandPlane,1,4,1,1
POLI,ALVAREZ,Polliwagen,LandPlane,1,4,1,1
PONY,REDA,Pony,Amphibian,3,4,1,1
PP2,PILATUS,P-2,LandPlane,1,4,1,1
PP3,PILATUS,P-3,LandPlane,1,4,1,1
PPRO,PERCIVAL,P-56 Provost,LandPlane,1,4,1,1
PRBP,HOWARD HUGHES,Pocket Rocket PR-Bipe,LandPlane,1,4,1,1
PRBR,HOWARD HUGHES,Pocket Rocket PR-Breeze,LandPlane,1,4,1,1
PRCE,PERCIVAL,P-57 Sea Prince,LandPlane,1,5,2,1
PREN,PERCIVAL,P-40 Prentice,LandPlane,1,4,1,1
PRET,GM&T,GM&T Pretty Flight,LandPlane,1,4,1,1
PREX,PRIVATE EXPLORER,Private Explorer,LandPlane,1,4,1,1
PRIM,BLACKSHAPE,Bk-100 Prime,LandPlane,1,4,1,1
PRM1,HAWKER BEECHCRAFT,390 Premier 1,LandPlane,1,5,2,4
PROC,PERCIVAL,P-28 Proctor,LandPlane,1,4,1,1
PROT,CZAW,Parrot,LandPlane,1,4,1,1
PROW,PROWLER,Jaguar,LandPlane,1,4,1,1
PRPR,HOWARD HUGHES,Pocket Rocket PR-582,LandPlane,1,4,1,1
PRTS,SCALED,281 Proteus,LandPlane,1,5,2,4
PRXT,PRIVATE EXPLORER,T-Explorer,LandPlane,1,4,1,3
PSTM,PODESVA,Stearman,LandPlane,1,4,1,1
PSW4,PZL-SWIDNIK,SW-4,Helicopter,1,6,1,3
PT21,POTTIER,P-210 Coati,LandPlane,1,4,1,1
PT22,RYAN,PT-22 Recruit,LandPlane,1,4,1,1
PT70,POTTIER,P-170,LandPlane,1,4,1,1
PT80,POTTIER,P-180,LandPlane,1,4,1,1
PTMS,PITTS,S-12 Macho Stinker,LandPlane,1,4,1,1
PTS1,PITTS,S-1 Special,LandPlane,1,4,1,1
PTS2,PITTS,S-2 Special,LandPlane,1,4,1,1
PTSS,PITTS,S-1-11 Super Stinker,LandPlane,1,4,1,1
PUL6,PULSAR,Super Pulsar 600,LandPlane,1,4,1,1
PULR,P&M AVIATION,PulsR,LandPlane,1,4,1,1
PULS,AERO DESIGNS,Pulsar,LandPlane,1,4,1,1
PUMA,AEROSPATIALE,SA-330 Puma,Helicopter,1,6,2,3
PUP,BEAGLE,B-121 Pup,LandPlane,1,4,1,1
PURS,RANS,S-11 Pursuit,LandPlane,1,4,1,1
PUSH,PRESCOTT,Pusher,LandPlane,1,4,1,1
PW4,POLITECHNIKA WARSZAWSKA,PW-4,LandPlane,1,4,1,1
PZ01,PZL-OKECIE,PZL-101 Gawron,LandPlane,1,4,1,1
PZ02,PZL-OKECIE,PZL-102 Kos,LandPlane,1,4,1,1
PZ04,PZL-OKECIE,PZL-104 Wilga 35,LandPlane,1,4,1,1
PZ05,PZL-OKECIE,PZL-105 Flaming,LandPlane,1,4,1,1
PZ06,PZL-OKECIE,PZL-106A Kruk,LandPlane,1,4,1,1
PZ12,PZL-OKECIE,PZL-112 Junior,LandPlane,1,4,1,1
PZ26,PZL-OKECIE,PZL-126 Mrówka,LandPlane,1,4,1,1
PZ3T,PZL-OKECIE,PZL-130 Orlik,LandPlane,1,4,1,3
PZ4M,PZL-OKECIE,PZL-104M Wilga 2000,LandPlane,1,4,1,1
PZ6T,PZL-OKECIE,PZL-106AT Turbo Kruk,LandPlane,1,4,1,3
Q01,REINER STEMME,Q-01,LandPlane,1,4,1,1
Q1,GENERAL ATOMICS,MQ-1 Predator,LandPlane,1,4,1,1
Q25,BOEING,MQ-25 Stingray,LandPlane,1,4,1,4
Q4,NORTHROP GRUMMAN,RQ-4 Global Hawk,LandPlane,1,4,1,4
Q5,NANCHANG,Q-5,LandPlane,1,5,2,4
Q9,GENERAL ATOMICS,MQ-9 Reaper,LandPlane,1,4,1,3
QAIL,AEROSPORT,Quail,LandPlane,1,4,1,1
QALT,FMP,Qualt,LandPlane,1,4,1,1
QEST,OMNI-WELD,Questor,LandPlane,1,4,1,1
QIC2,QUICKIE,Quickie Q2,LandPlane,1,4,1,1
QINT,SCHEMPP-HIRTH,Quintus,LandPlane,1,4,1,1
QR01,QUERCY,CQR-01,LandPlane,1,4,1,1
QUAS,AEROALCOOL,Quasar Lite,LandPlane,1,4,1,1
QUIC,QUICKIE,Quickie,LandPlane,1,4,1,1
R100,ROBIN,R-1180 Aiglon,LandPlane,1,4,1,1
R109,RIHN,DR-109 Rhino,LandPlane,1,4,1,1
R11,RUPERT,R-11,LandPlane,1,4,1,1
R135,BOEING,RC-135,LandPlane,1,5,4,4
R185,JOHNSON,Rocket 185,LandPlane,1,4,1,1
R2,SAU,R-02 Robert,SeaPlane,2,4,1,1
R200,ROBIN,R-2100 Super Club,LandPlane,1,4,1,1
R22,ROBINSON,R-22,Helicopter,1,6,1,1
R300,ROBIN,R-300,LandPlane,1,4,1,1
R4,SIKORSKY,R-4 Hoverfly,Helicopter,1,6,1,1
R44,ROBINSON,R-44 Raven,Helicopter,1,6,1,1
R66,ROBINSON,R-66,Helicopter,1,6,1,3
R721,BOEING,727-100RE Super 27,LandPlane,1,5,3,4
R722,BOEING,727-200RE Super 27,LandPlane,1,5,3,4
R90F,RUSCHMEYER,R-90-230FG,LandPlane,1,4,1,1
R90R,RUSCHMEYER,R-90-230RG,LandPlane,1,4,1,1
R90T,RUSCHMEYER,R-90-420AT,LandPlane,1,4,1,3
RA14,ADAM (1),RA-14 Loisirs,LandPlane,1,4,1,1
RA17,ADAM (1),RA-17,LandPlane,1,4,1,1
RAF2,ROTARY AIR FORCE,RAF-2000,Gyrocopter,1,9,1,1
RAID,SKY RAIDER,Super Sky Raider,LandPlane,1,4,1,1
RAIL,AEROSPORT,Rail,LandPlane,1,4,1,1
RALL,MORANE-SAULNIER,MS-880 Rallye Club,LandPlane,1,4,1,1
RANG,NAVION,Rangemaster,LandPlane,1,4,1,1
RARO,NEW CENTURY,Radial Rocket,LandPlane,1,4,1,1
RAV3,RAVIN,Ravin 300,LandPlane,1,4,1,1
RAV5,RAVIN,Ravin 500,LandPlane,1,4,1,1
RAZM,SAINT GERMAIN,Raz-Mut,LandPlane,1,4,1,1
RBEL,MURPHY,Rebel,LandPlane,1,4,1,1
RC3,REPUBLIC,RC-3 Seabee,Amphibian,3,4,1,1
RC70,ROCKWELL,Commander 700,LandPlane,1,5,2,1
RCAL,MURPHY,Radical,LandPlane,1,4,1,1
RD03,DURUBLE,RD-03 Edelweiss,LandPlane,1,4,1,1
RD20,DENIZE,RD-20 Raid Driver,LandPlane,1,4,1,1
RDH2,REDFERN,DH-2,LandPlane,1,4,1,1
RELI,STINSON,AT-19 Reliant,LandPlane,1,4,1,1
RENE,MURPHY,Renegade,LandPlane,1,4,1,1
REV6,GROEN,Revcon 6G,Gyrocopter,1,9,1,3
RF10,FOURNIER,RF-10,LandPlane,1,4,1,1
RF3,FOURNIER,RF-3,LandPlane,1,4,1,1
RF4,FOURNIER,RF-4,LandPlane,1,4,1,1
RF47,FOURNIER,RF-47,LandPlane,1,4,1,1
RF5,FOURNIER,RF-5,LandPlane,1,4,1,1
RF6,FOURNIER,RF-6,LandPlane,1,4,1,1
RF9,FOURNIER,RF-9,LandPlane,1,4,1,1
RFAL,DASSAULT,Rafale,LandPlane,1,5,2,4
RGNT,NEIVA,C-42 Regente,LandPlane,1,4,1,1
RISN,SWISS EXCELLENCE,Risen,LandPlane,1,4,1,1
RJ03,JUNQUA,RJ-03 Ibis,LandPlane,1,4,1,1
RJ1H,BRITISH AEROSPACE,RJ-100,LandPlane,1,5,4,4
RJ70,BRITISH AEROSPACE,RJ-70,LandPlane,1,5,4,4
RJ85,BRITISH AEROSPACE,RJ-85,LandPlane,1,5,4,4
RK5,KALINAUSKAS,RK-5,LandPlane,1,4,1,1
RLU1,RLU,RLU-1 Breezy,LandPlane,1,4,1,1
RMOU,HILLBERG,EH1-01 Rotormouse,Helicopter,1,6,1,3
RNGR,DAC,RangeR,LandPlane,1,4,1,1
ROAR,VELOCITY,Rocket Racer,LandPlane,1,4,1,9
RODS,RIHN,DR-107 One Design,LandPlane,1,4,1,1
ROND,AMBROSINI,F-4 Rondone,LandPlane,1,4,1,1
ROSE,MAUPIN,Windrose,LandPlane,1,4,1,1
RP1,MITSUBISHI,RP-1,Helicopter,1,6,2,3
RPUP,LITTLE WING,LW-4 Roto-Pup,Gyrocopter,1,9,1,1
RS12,RANS,S-12 Airaile,LandPlane,1,4,1,1
RS18,SPORTAVIA-PUTZER,RS-180 Sportsman,LandPlane,1,4,1,1
RS20,RANS,S-20 Raven,LandPlane,1,4,1,1
RS21,RANS,S-21 Outbound,LandPlane,1,4,1,1
